"","Team","Date","TOI","CF","CA","CF60","CA60","CF%","C+/-"
"478","ANA","2011-02-19",46.88,32.91,33.88,42.13,43.37,49.28,-0.97
"479","ANA","2011-02-18",44.46,46.54,33.56,62.81,45.29,58.11,12.99
"480","ANA","2011-02-16",51.29,35.94,51.69,42.04,60.47,41.01,-15.75
"481","ANA","2011-02-13",44.88,43.86,26.87,58.64,35.92,62.01,16.99
"482","ANA","2011-02-11",53.03,46.94,50.67,53.1,57.33,48.09,-3.73
"483","ANA","2011-02-09",52.24,43.48,53.27,49.94,61.18,44.94,-9.79
"484","ANA","2011-02-05",40.85,44.54,39.79,65.42,58.45,52.81,4.74
"485","ANA","2011-02-02",45.14,31.11,44.05,41.35,58.55,41.39,-12.94
"486","ANA","2011-01-25",47.16,31.45,40.39,40.02,51.39,43.78,-8.94
"487","ANA","2011-01-22",41.62,20.9,39.29,30.13,56.64,34.72,-18.39
"488","ANA","2011-01-20",51.77,55.48,52.57,64.3,60.93,51.35,2.91
"489","ANA","2011-01-18",55.12,45.95,58.29,50.02,63.45,44.08,-12.34
"490","ANA","2011-01-16",41.66,32.64,46.57,47.01,67.07,41.21,-13.93
"491","ANA","2011-01-15",43.8,34.86,46.08,47.76,63.12,43.07,-11.21
"492","ANA","2011-01-12",46.09,36,49.7,46.87,64.7,42.01,-13.7
"493","ANA","2011-01-09",48.22,45.65,58.36,56.81,72.62,43.89,-12.71
"494","ANA","2011-01-07",47.06,29.05,34.65,37.04,44.18,45.6,-5.6
"495","ANA","2011-01-05",48.15,47.94,39.57,59.74,49.31,54.78,8.37
"496","ANA","2011-01-02",46,26.42,60.25,34.46,78.59,30.48,-33.83
"497","ANA","2010-12-31",52.32,43.89,55.11,50.33,63.2,44.33,-11.23
"498","ANA","2010-12-28",42.81,36.2,39.49,50.74,55.34,47.83,-3.29
"499","ANA","2010-12-26",48.31,36,57.4,44.71,71.29,38.54,-21.4
"500","ANA","2010-12-21",43.54,28.82,51.03,39.71,70.31,36.09,-22.21
"501","ANA","2010-12-20",53.6,44.35,69.77,49.65,78.1,38.86,-25.41
"502","ANA","2010-12-18",44.86,45.71,55.86,61.13,74.72,45,-10.16
"503","ANA","2010-12-16",44.2,41.11,48.76,55.8,66.19,45.74,-7.65
"504","ANA","2010-12-15",53.05,44.56,52.79,50.4,59.71,45.77,-8.23
"505","ANA","2010-12-12",41.55,37.92,29.93,54.75,43.22,55.89,7.99
"506","ANA","2010-12-10",42.77,28.67,43.98,40.21,61.7,39.46,-15.31
"507","ANA","2010-12-08",44.94,17.91,42.99,23.91,57.4,29.41,-25.08
"508","ANA","2010-12-07",45.43,38.03,42.54,50.23,56.19,47.2,-4.51
"509","ANA","2010-12-05",43.37,33.41,62.58,46.22,86.57,34.81,-29.17
"510","ANA","2010-12-03",51.03,42.21,50.23,49.63,59.06,45.66,-8.02
"511","ANA","2010-12-01",54.98,44.93,50.27,49.03,54.86,47.2,-5.34
"512","ANA","2010-11-29",52.23,31.79,48.57,36.52,55.79,39.56,-16.78
"513","ANA","2010-11-27",42.71,32.55,37.83,45.72,53.15,46.25,-5.28
"514","ANA","2010-11-26",44.15,31.47,48.79,42.77,66.3,39.21,-17.32
"515","ANA","2010-11-21",43.98,33.68,48.64,45.94,66.36,40.91,-14.96
"516","ANA","2010-11-19",47.9,46,47.19,57.62,59.11,49.36,-1.19
"517","ANA","2010-11-17",57.05,49.99,44.95,52.58,47.28,52.66,5.04
"518","ANA","2010-11-16",36.08,24.22,36.44,40.27,60.61,39.92,-12.23
"519","ANA","2010-11-14",50.41,41.92,55.62,49.9,66.21,42.98,-13.7
"520","ANA","2010-11-12",48.5,34.21,37.86,42.32,46.83,47.47,-3.65
"521","ANA","2010-11-10",42.26,32.65,38.9,46.35,55.22,45.63,-6.25
"522","ANA","2010-11-09",46.06,28.22,49.74,36.76,64.79,36.2,-21.52
"523","ANA","2010-11-07",44.9,45.76,40.95,61.14,54.72,52.77,4.81
"524","ANA","2010-11-05",48.36,40.37,44.81,50.08,55.59,47.4,-4.44
"525","ANA","2010-11-03",43.08,38.5,45.62,53.62,63.54,45.77,-7.12
"526","ANA","2010-10-30",46.35,39.72,49.79,51.41,64.46,44.37,-10.08
"527","ANA","2010-10-29",43.71,33.04,41.26,45.36,56.64,44.47,-8.22
"528","ANA","2010-10-26",44.28,34.25,38.8,46.41,52.57,46.89,-4.55
"529","ANA","2010-10-23",53.25,45.45,59.83,51.21,67.41,43.17,-14.38
"530","ANA","2010-10-21",40.02,34.04,57.96,51.03,86.9,37,-23.92
"531","ANA","2010-10-20",42.65,48.41,28.36,68.1,39.9,63.05,20.04
"532","ANA","2010-10-17",47.5,46.07,51.31,58.2,64.81,47.31,-5.23
"533","ANA","2010-10-15",43.8,44.54,38.56,61.01,52.83,53.59,5.97
"534","ANA","2010-10-13",50.7,43.27,59.53,51.2,70.45,42.09,-16.26
"535","ANA","2010-10-11",29.98,15.06,42.13,30.15,84.33,26.34,-27.07
"536","ANA","2010-10-09",40.02,38.11,48.93,57.14,73.36,43.78,-10.82
"537","ANA","2010-10-08",45.42,36.58,52.21,48.32,68.97,41.2,-15.63
"538","ANA","2010-04-11",48.7,61.84,31.07,76.19,38.28,66.56,30.77
"539","ANA","2010-04-09",49.05,40.69,57.39,49.77,70.21,41.48,-16.71
"540","ANA","2010-04-08",47.98,38.54,60.48,48.19,75.63,38.92,-21.94
"541","ANA","2010-04-06",49.87,25.89,45.12,31.15,54.29,36.46,-19.24
"542","ANA","2010-04-03",48.8,57.84,38.12,71.12,46.86,60.28,19.73
"543","ANA","2010-04-02",39.57,26.86,44.57,40.73,67.58,37.6,-17.71
"544","ANA","2010-03-31",53.12,42.97,48.48,48.54,54.76,46.99,-5.51
"545","ANA","2010-03-29",44.01,50.29,37.92,68.56,51.7,57.01,12.36
"546","ANA","2010-03-26",40.07,61.03,36.64,91.38,54.86,62.49,24.39
"547","ANA","2010-03-24",46.1,41.95,45,54.6,58.56,48.25,-3.04
"548","ANA","2010-03-23",56.42,49.39,57.4,52.52,61.04,46.25,-8.01
"549","ANA","2010-03-21",43.23,48.84,35.24,67.79,48.91,58.09,13.6
"550","ANA","2010-03-19",48.05,49.55,41.43,61.88,51.73,54.47,8.12
"551","ANA","2010-03-17",46.22,44.85,60.22,58.22,78.17,42.68,-15.37
"552","ANA","2010-03-14",38.47,35.05,43.24,54.67,67.43,44.77,-8.18
"553","ANA","2010-03-12",47.88,35.54,38.56,44.54,48.33,47.96,-3.03
"554","ANA","2010-03-09",37.64,31.37,38.44,50.01,61.28,44.93,-7.07
"555","ANA","2010-03-07",50.84,42.42,37.22,50.07,43.93,53.27,5.21
"556","ANA","2010-03-06",35.48,30.57,41.54,51.69,70.25,42.39,-10.97
"557","ANA","2010-03-03",39.77,28.86,24.98,43.55,37.69,53.61,3.88
"558","ANA","2010-02-14",29.72,55.55,25.23,112.15,50.94,68.77,30.32
"559","ANA","2010-02-13",48.85,34.03,60.21,41.8,73.96,36.11,-26.18
"560","ANA","2010-02-10",38.6,36.49,44.07,56.73,68.51,45.3,-7.58
"561","ANA","2010-02-08",41.85,40.67,36.31,58.31,52.06,52.83,4.36
"562","ANA","2010-02-04",55.48,37.86,49.13,40.95,53.13,43.52,-11.27
"563","ANA","2010-02-03",49.79,37.16,56.01,44.78,67.49,39.89,-18.85
"564","ANA","2010-02-01",46.99,39.08,45.73,49.9,58.39,46.08,-6.66
"565","ANA","2010-01-29",45.6,46.35,32.34,60.99,42.56,58.9,14.01
"566","ANA","2010-01-27",45.7,41.83,60.99,54.92,80.08,40.68,-19.17
"567","ANA","2010-01-26",45.47,46.97,41.71,61.98,55.03,52.97,5.26
"568","ANA","2010-01-23",51.59,45.03,38.47,52.37,44.74,53.93,6.55
"569","ANA","2010-01-21",37.59,27.47,39.25,43.85,62.65,41.17,-11.78
"570","ANA","2010-01-19",47.56,30.13,47.28,38.02,59.65,38.92,-17.15
"571","ANA","2010-01-17",48,43.78,47.73,54.73,59.66,47.84,-3.94
"572","ANA","2010-01-14",41.71,43.08,29.89,61.97,43,59.04,13.19
"573","ANA","2010-01-13",47.43,39.85,40.43,50.41,51.15,49.64,-0.58
"574","ANA","2010-01-10",46.27,21.09,54.78,27.35,71.04,27.8,-33.69
"575","ANA","2010-01-09",55.88,48.89,44.66,52.5,47.95,52.26,4.23
"576","ANA","2010-01-07",44.48,41.49,22.61,55.97,30.5,64.73,18.88
"577","ANA","2010-01-05",43.05,42.29,38.23,58.94,53.29,52.52,4.06
"578","ANA","2010-01-03",48.97,35.86,53.6,43.94,65.67,40.09,-17.74
"579","ANA","2010-01-02",50.39,36.97,50.54,44.02,60.17,42.25,-13.57
"580","ANA","2009-12-31",47.84,41.16,56.94,51.62,71.41,41.96,-15.78
"581","ANA","2009-12-29",46.89,43.91,40.73,56.19,52.12,51.88,3.18
"582","ANA","2009-12-26",47.6,41.38,49.31,52.16,62.16,45.63,-7.93
"583","ANA","2009-12-23",46.97,28.63,49.42,36.58,63.13,36.69,-20.78
"584","ANA","2009-12-22",46.51,53.42,29.35,68.92,37.86,64.55,24.08
"585","ANA","2009-12-19",39.4,31.11,38.64,47.37,58.85,44.6,-7.53
"586","ANA","2009-12-17",48.37,39.17,47.3,48.59,58.68,45.3,-8.13
"587","ANA","2009-12-16",40.27,39.47,33.06,58.81,49.26,54.42,6.41
"588","ANA","2009-12-12",47.49,40.07,34.35,50.62,43.4,53.84,5.71
"589","ANA","2009-12-11",35.62,29.86,27.8,50.3,46.83,51.79,2.06
"590","ANA","2009-12-08",50.8,47.88,39.59,56.55,46.76,54.74,8.29
"591","ANA","2009-12-06",46.42,41.99,32.29,54.27,41.73,56.53,9.7
"592","ANA","2009-12-04",55.35,32.03,45.19,34.72,48.99,41.48,-13.16
"593","ANA","2009-12-03",46.74,48.23,39.93,61.91,51.25,54.71,8.3
"594","ANA","2009-12-01",44.59,29.12,52.54,39.19,70.69,35.66,-23.42
"595","ANA","2009-11-29",47.02,33.85,42.67,43.2,54.45,44.24,-8.82
"596","ANA","2009-11-27",42.99,34.99,39.14,48.83,54.62,47.2,-4.15
"597","ANA","2009-11-25",49.62,50.57,44.59,61.15,53.92,53.14,5.98
"598","ANA","2009-11-23",43.6,34.68,45.87,47.73,63.13,43.05,-11.19
"599","ANA","2009-11-21",46.84,39.3,42.5,50.34,54.44,48.05,-3.2
"600","ANA","2009-11-19",44.32,34.36,31,46.51,41.97,52.57,3.36
"601","ANA","2009-11-16",38.71,29.35,29.14,45.49,45.17,50.18,0.2
"602","ANA","2009-11-14",44.7,32.26,52.36,43.3,70.28,38.12,-20.1
"603","ANA","2009-11-13",44.15,42.02,38.28,57.11,52.02,52.33,3.74
"604","ANA","2009-11-11",39.54,29.56,23.71,44.86,35.98,55.49,5.85
"605","ANA","2009-11-07",43.72,27.96,37.15,38.37,50.98,42.95,-9.19
"606","ANA","2009-11-05",38.26,24.84,49.18,38.96,77.13,33.56,-24.34
"607","ANA","2009-11-03",43.5,49.54,48.19,68.33,66.47,50.69,1.35
"608","ANA","2009-10-31",44.34,32.45,50.28,43.91,68.04,39.23,-17.83
"609","ANA","2009-10-30",50.74,43.2,53.97,51.09,63.82,44.46,-10.77
"610","ANA","2009-10-26",38.2,31.07,40.78,48.79,64.05,43.24,-9.71
"611","ANA","2009-10-24",50.6,42.05,46.9,49.86,55.61,47.27,-4.85
"612","ANA","2009-10-21",51.6,41.03,40.7,47.71,47.32,50.2,0.33
"613","ANA","2009-10-17",37.83,27.6,50.91,43.77,80.75,35.15,-23.31
"614","ANA","2009-10-14",40.23,39.34,45.91,58.67,68.47,46.15,-6.57
"615","ANA","2009-10-11",46.53,31.51,55.19,40.63,71.16,36.34,-23.68
"616","ANA","2009-10-10",37.36,30.67,41.73,49.25,67.02,42.36,-11.06
"617","ANA","2009-10-08",44.38,43.04,42.87,58.18,57.96,50.09,0.16
"618","ANA","2009-10-06",44.15,28.83,41.29,39.17,56.11,41.11,-12.46
"619","ANA","2009-10-03",35.47,23.86,46.77,40.36,79.11,33.78,-22.91
"620","ANA","2009-05-14",45.78,37.86,56.53,49.62,74.09,40.11,-18.67
"621","ANA","2009-05-12",42.66,26.44,42.72,37.18,60.08,38.23,-16.28
"622","ANA","2009-05-10",46.94,30.11,54.68,38.49,69.89,35.51,-24.57
"623","ANA","2009-05-07",49.69,37.45,56.74,45.22,68.52,39.76,-19.29
"624","ANA","2009-05-05",39.98,23.78,46.98,35.69,70.5,33.61,-23.19
"625","ANA","2009-05-03",89.21,78.38,89.43,52.71,60.15,46.71,-11.05
"626","ANA","2009-05-01",40.45,36.59,41.41,54.27,61.42,46.91,-4.82
"627","ANA","2009-04-27",45.45,47.35,50.4,62.51,66.53,48.44,-3.05
"628","ANA","2009-04-25",55.3,50.42,75.36,54.71,81.77,40.09,-24.94
"629","ANA","2009-04-23",46.03,42.52,35.75,55.42,46.6,54.32,6.77
"630","ANA","2009-04-21",45.59,37.54,38.78,49.41,51.04,49.19,-1.24
"631","ANA","2009-04-19",41.05,36.47,48.23,53.31,70.5,43.06,-11.76
"632","ANA","2009-04-16",39.42,33.34,32.04,50.74,48.77,50.99,1.3
"633","ANA","2009-04-11",44.24,31.15,31.61,42.25,42.87,49.64,-0.45
"634","ANA","2009-04-10",43.9,44.04,48.5,60.19,66.29,47.59,-4.46
"635","ANA","2009-04-05",45.15,27.02,34.48,35.9,45.82,43.94,-7.46
"636","ANA","2009-04-04",50.55,46.54,29.49,55.24,35.01,61.21,17.05
"637","ANA","2009-04-02",52.05,38.43,40.7,44.3,46.91,48.57,-2.27
"638","ANA","2009-03-31",40.89,39.09,31.77,57.36,46.62,55.17,7.32
"639","ANA","2009-03-29",49.43,43.93,42.29,53.32,51.34,50.95,1.63
"640","ANA","2009-03-27",32.2,34.73,24.45,64.71,45.56,58.68,10.28
"641","ANA","2009-03-25",45.43,45.43,37.47,60,49.48,54.8,7.96
"642","ANA","2009-03-24",52.45,36.57,44.46,41.83,50.86,45.13,-7.89
"643","ANA","2009-03-22",48.22,53.26,37.86,66.27,47.11,58.45,15.4
"644","ANA","2009-03-19",44.18,39,34.68,52.97,47.1,52.93,4.32
"645","ANA","2009-03-18",47.19,38.44,27.48,48.87,34.94,58.31,10.96
"646","ANA","2009-03-15",40.47,37.81,41.56,56.06,61.62,47.64,-3.75
"647","ANA","2009-03-11",38.33,40.8,39.52,63.86,61.86,50.8,1.28
"648","ANA","2009-03-08",43.78,36.08,33.07,49.44,45.32,52.18,3.01
"649","ANA","2009-03-06",42.34,40.03,23.52,56.73,33.33,62.99,16.51
"650","ANA","2009-03-03",48.25,39.97,49.05,49.71,60.99,44.9,-9.08
"651","ANA","2009-02-28",45.09,37.05,33.92,49.3,45.14,52.2,3.13
"652","ANA","2009-02-26",46.41,44.76,44.74,57.86,57.85,50.01,0.01
"653","ANA","2009-02-24",43.54,35.74,36.8,49.26,50.71,49.27,-1.05
"654","ANA","2009-02-21",39.9,25.76,25.57,38.74,38.44,50.19,0.2
"655","ANA","2009-02-20",43.22,33.01,44.74,45.82,62.12,42.45,-11.74
"656","ANA","2009-02-18",39.77,31.16,41.87,47.01,63.16,42.67,-10.71
"657","ANA","2009-02-15",41.2,40.48,52.21,58.95,76.03,43.67,-11.73
"658","ANA","2009-02-11",43.06,39.94,30.45,55.65,42.43,56.74,9.49
"659","ANA","2009-02-07",48.7,41.53,35.02,51.16,43.15,54.25,6.51
"660","ANA","2009-02-05",53.14,42.58,53.6,48.08,60.52,44.27,-11.02
"661","ANA","2009-02-04",44.88,45.56,35.3,60.9,47.2,56.34,10.25
"662","ANA","2009-02-02",49.1,40.24,28.61,49.17,34.96,58.45,11.63
"663","ANA","2009-01-31",41.56,54.32,36.7,78.43,52.99,59.68,17.62
"664","ANA","2009-01-28",48.02,43.31,41.71,54.11,52.11,50.94,1.6
"665","ANA","2009-01-27",50.17,52.47,34.73,62.75,41.53,60.17,17.74
"666","ANA","2009-01-21",48.84,57.66,27.98,70.84,34.37,67.33,29.69
"667","ANA","2009-01-20",38.6,42.28,25.61,65.72,39.81,62.28,16.67
"668","ANA","2009-01-17",49.28,50.32,42.59,61.27,51.86,54.16,7.73
"669","ANA","2009-01-16",43.57,34.12,32.29,46.98,44.47,51.38,1.83
"670","ANA","2009-01-14",42.35,32.85,40.74,46.54,57.72,44.64,-7.89
"671","ANA","2009-01-11",46.39,41.64,19.3,53.86,24.97,68.32,22.33
"672","ANA","2009-01-09",45.51,36.61,35.96,48.26,47.41,50.45,0.65
"673","ANA","2009-01-08",38.95,27.01,32.51,41.61,50.09,45.38,-5.5
"674","ANA","2009-01-06",45.25,30.98,26.17,41.07,34.7,54.2,4.81
"675","ANA","2009-01-04",44.27,46.51,23.96,63.04,32.48,66,22.55
"676","ANA","2009-01-02",41.22,29.91,34.04,43.53,49.56,46.77,-4.14
"677","ANA","2008-12-31",41.1,26.11,30.55,38.11,44.61,46.08,-4.45
"678","ANA","2008-12-28",41.7,37.19,32.43,53.51,46.66,53.42,4.76
"679","ANA","2008-12-27",45.67,35.92,39.36,47.19,51.71,47.71,-3.44
"680","ANA","2008-12-23",48.71,49.15,55.89,60.54,68.84,46.79,-6.74
"681","ANA","2008-12-22",35.2,32.12,23.42,54.75,39.92,57.84,8.7
"682","ANA","2008-12-19",26.29,24.38,21.02,55.63,47.98,53.69,3.35
