"","Team","Date","TOI","CF","CA","CF60","CA60","CF%","C+/-"
"13920","NSH","2013-01-21",42.38,25.53,44.29,36.14,62.7,36.57,-18.76
"13921","NSH","2013-01-19",53.33,49.35,35.74,55.52,40.21,58,13.61
"13922","NSH","2012-05-07",50.12,51.57,37.79,61.73,45.23,57.71,13.78
"13923","NSH","2012-05-04",49.8,43.52,53.16,52.43,64.04,45.02,-9.64
"13924","NSH","2012-05-02",39.69,31.96,38.23,48.31,57.8,45.53,-6.28
"13925","NSH","2012-04-29",49.44,43.33,67.54,52.59,81.97,39.08,-24.21
"13926","NSH","2012-04-27",58.83,70.08,48.34,71.47,49.3,59.18,21.74
"13927","NSH","2012-04-20",50.64,44.85,40.72,53.14,48.25,52.41,4.12
"13928","NSH","2012-04-17",44.32,23.15,48.11,31.34,65.13,32.48,-24.96
"13929","NSH","2012-04-15",41.88,28.67,48.21,41.07,69.06,37.29,-19.54
"13930","NSH","2012-04-13",41.57,31.2,30.54,45.03,44.07,50.53,0.66
"13931","NSH","2012-04-11",31.38,31.17,31.12,59.59,59.5,50.04,0.05
"13932","NSH","2012-04-07",53.07,53.68,51.84,60.69,58.6,50.88,1.85
"13933","NSH","2012-04-05",47.89,42.47,47.98,53.2,60.11,46.95,-5.51
"13934","NSH","2012-04-03",46.45,38.77,37.66,50.08,48.65,50.73,1.11
"13935","NSH","2012-03-31",43.23,38.44,42.25,53.36,58.64,47.64,-3.81
"13936","NSH","2012-03-30",47.85,47.68,35.99,59.78,45.13,56.98,11.68
"13937","NSH","2012-03-27",55.77,45.3,49.09,48.73,52.81,47.99,-3.8
"13938","NSH","2012-03-25",47.52,42.18,45.47,53.26,57.41,48.12,-3.29
"13939","NSH","2012-03-24",50.83,51.85,47.47,61.21,56.03,52.21,4.38
"13940","NSH","2012-03-22",55.05,54.26,45.55,59.14,49.64,54.36,8.71
"13941","NSH","2012-03-20",49.2,50.64,24.84,61.76,30.29,67.09,25.8
"13942","NSH","2012-03-18",49.99,44.53,44.84,53.44,53.82,49.82,-0.31
"13943","NSH","2012-03-17",48.03,30.6,44.62,38.23,55.74,40.68,-14.02
"13944","NSH","2012-03-15",50.86,54.3,55.79,64.06,65.82,49.32,-1.49
"13945","NSH","2012-03-12",52.59,54.3,52.33,61.95,59.71,50.92,1.96
"13946","NSH","2012-03-10",45.72,28.25,44.9,37.08,58.92,38.63,-16.64
"13947","NSH","2012-03-08",51.87,49.55,33.58,57.32,38.85,59.61,15.97
"13948","NSH","2012-03-06",50.23,32.94,49.97,39.35,59.68,39.73,-17.02
"13949","NSH","2012-03-03",51.58,46.34,41.11,53.91,47.83,52.99,5.23
"13950","NSH","2012-02-28",48.04,46.43,39.89,57.99,49.82,53.79,6.54
"13951","NSH","2012-02-27",55.32,39.52,62.42,42.86,67.7,38.77,-22.9
"13952","NSH","2012-02-25",46.59,35.92,44.14,46.25,56.84,44.87,-8.22
"13953","NSH","2012-02-23",55.92,49.11,41.35,52.69,44.37,54.29,7.76
"13954","NSH","2012-02-21",45.82,32.01,42.87,41.92,56.14,42.75,-10.86
"13955","NSH","2012-02-19",54.95,37.58,52.41,41.03,57.22,41.76,-14.83
"13956","NSH","2012-02-17",54.57,30.08,43.73,33.07,48.08,40.75,-13.66
"13957","NSH","2012-02-14",47.32,32.34,47.68,41.01,60.46,40.41,-15.34
"13958","NSH","2012-02-11",47.28,28.29,67.51,35.9,85.67,29.53,-39.22
"13959","NSH","2012-02-09",42.13,37.3,49.43,53.13,70.4,43.01,-12.13
"13960","NSH","2012-02-07",50.65,40.96,53.77,48.52,63.7,43.24,-12.81
"13961","NSH","2012-02-04",52.82,59.68,56.07,67.79,63.69,51.56,3.61
"13962","NSH","2012-02-02",47.73,40.49,49.17,50.9,61.81,45.16,-8.68
"13963","NSH","2012-01-31",54.96,50.48,47.24,55.11,51.57,51.66,3.24
"13964","NSH","2012-01-24",46.89,36.9,40.66,47.22,52.03,47.58,-3.76
"13965","NSH","2012-01-23",46.06,36.14,43.12,47.07,56.18,45.59,-6.99
"13966","NSH","2012-01-21",53.82,47.15,50.67,52.57,56.49,48.2,-3.52
"13967","NSH","2012-01-19",50.68,37.35,51.11,44.22,60.51,42.22,-13.76
"13968","NSH","2012-01-17",50.62,46.46,45.85,55.07,54.34,50.33,0.61
"13969","NSH","2012-01-16",50.39,57.65,39.64,68.64,47.2,59.25,18.01
"13970","NSH","2012-01-14",50.26,36.82,52.05,43.96,62.14,41.43,-15.23
"13971","NSH","2012-01-12",42.27,43.07,41.75,61.13,59.27,50.77,1.31
"13972","NSH","2012-01-10",51.86,48.71,42.43,56.35,49.1,53.44,6.27
"13973","NSH","2012-01-07",48.66,40.2,36.14,49.56,44.56,52.66,4.06
"13974","NSH","2012-01-05",43.45,39.56,48.32,54.64,66.72,45.02,-8.75
"13975","NSH","2012-01-01",49.27,38.53,35.25,46.92,42.93,52.22,3.28
"13976","NSH","2011-12-30",46.38,47.11,48.06,60.95,62.18,49.5,-0.95
"13977","NSH","2011-12-28",50.42,41,54.03,48.79,64.3,43.14,-13.03
"13978","NSH","2011-12-26",46.22,34.91,41.59,45.31,53.99,45.63,-6.68
"13979","NSH","2011-12-23",45.61,38.95,50.26,51.23,66.12,43.66,-11.32
"13980","NSH","2011-12-22",46.06,39,42.87,50.8,55.84,47.64,-3.87
"13981","NSH","2011-12-20",44.75,37.22,40.97,49.9,54.93,47.6,-3.75
"13982","NSH","2011-12-17",49.55,29.91,59.27,36.22,71.77,33.54,-29.36
"13983","NSH","2011-12-15",56.14,35.38,63.99,37.82,68.39,35.6,-28.61
"13984","NSH","2011-12-13",51.85,55.53,50.65,64.25,58.61,52.3,4.88
"13985","NSH","2011-12-10",46.6,39.44,25.43,50.78,32.74,60.8,14.01
"13986","NSH","2011-12-08",56.67,23.57,43.94,24.96,46.52,34.92,-20.37
"13987","NSH","2011-12-06",50.27,42.74,46.42,51.01,55.41,47.94,-3.68
"13988","NSH","2011-12-03",41.91,34.31,27.63,49.12,39.56,55.39,6.68
"13989","NSH","2011-12-01",50.89,32.52,65.39,38.34,77.09,33.22,-32.87
"13990","NSH","2011-11-29",48.6,40.56,50.87,50.07,62.8,44.36,-10.31
"13991","NSH","2011-11-28",47.27,54.14,30.26,68.72,38.4,64.15,23.88
"13992","NSH","2011-11-26",49.77,20.86,52.69,25.14,63.52,28.36,-31.83
"13993","NSH","2011-11-23",37.78,30.68,31.47,48.72,49.97,49.37,-0.79
"13994","NSH","2011-11-22",46.03,33.89,41.82,44.18,54.51,44.76,-7.93
"13995","NSH","2011-11-19",46.14,37.77,35.22,49.11,45.8,51.75,2.55
"13996","NSH","2011-11-17",50.34,32.81,49.01,39.11,58.41,40.1,-16.2
"13997","NSH","2011-11-15",52.17,51.85,54.16,59.63,62.29,48.91,-2.31
"13998","NSH","2011-11-12",43.33,30.45,37.27,42.16,51.61,44.96,-6.83
"13999","NSH","2011-11-09",41.48,46.36,31.85,67.06,46.07,59.28,14.51
"14000","NSH","2011-11-08",34.83,25.76,40.83,44.37,70.33,38.68,-15.07
"14001","NSH","2011-11-05",48.1,43.05,45.19,53.7,56.37,48.79,-2.14
"14002","NSH","2011-11-03",49.33,57.8,43.71,70.3,53.16,56.94,14.09
"14003","NSH","2011-10-31",39.73,24.79,41.57,37.44,62.79,37.36,-16.78
"14004","NSH","2011-10-29",47.68,51.6,38.69,64.94,48.69,57.15,12.91
"14005","NSH","2011-10-27",48.39,41.78,47.26,51.8,58.6,46.92,-5.48
"14006","NSH","2011-10-25",45.58,27.05,49.9,35.61,65.69,35.15,-22.86
"14007","NSH","2011-10-22",43.98,35.26,46.8,48.1,63.85,42.97,-11.54
"14008","NSH","2011-10-20",37.41,43.16,36.89,69.22,59.17,53.92,6.27
"14009","NSH","2011-10-17",39.89,22.2,36.88,33.4,55.48,37.58,-14.68
"14010","NSH","2011-10-15",44.54,33.12,41.12,44.62,55.39,44.62,-8
"14011","NSH","2011-10-13",48.44,20.86,60.88,25.83,75.41,25.52,-40.02
"14012","NSH","2011-10-08",43.34,23.84,46.01,33,63.7,34.13,-22.18
"14013","NSH","2011-10-07",43.81,44.47,47.68,60.9,65.3,48.26,-3.21
"14014","NSH","2011-05-09",44.93,23.62,35.8,31.54,47.8,39.75,-12.18
"14015","NSH","2011-05-07",49.05,43.45,57.08,53.15,69.82,43.22,-13.63
"14016","NSH","2011-05-05",47.56,31.22,39.01,39.39,49.22,44.45,-7.79
"14017","NSH","2011-05-03",56.84,47.01,67.72,49.63,71.48,40.98,-20.71
"14018","NSH","2011-04-30",86.6,69.66,70.83,48.26,49.08,49.58,-1.17
"14019","NSH","2011-04-28",39.75,28.35,35.73,42.8,53.94,44.24,-7.38
"14020","NSH","2011-04-24",50.71,46.21,48.36,54.67,57.22,48.86,-2.16
"14021","NSH","2011-04-22",53.28,59.53,32.32,67.04,36.4,64.81,27.21
"14022","NSH","2011-04-20",39.55,34.36,48.63,52.13,73.78,41.4,-14.27
"14023","NSH","2011-04-17",44.51,52.13,30.11,70.28,40.59,63.39,22.02
"14024","NSH","2011-04-15",40.7,34.88,31.08,51.41,45.82,52.88,3.79
"14025","NSH","2011-04-13",40.37,44.28,38.13,65.82,56.67,53.73,6.15
"14026","NSH","2011-04-09",54.98,40.17,45.5,43.84,49.66,46.89,-5.34
"14027","NSH","2011-04-08",52.47,34.27,58.75,39.19,67.18,36.84,-24.48
"14028","NSH","2011-04-05",52.3,35.43,52.53,40.65,60.26,40.28,-17.09
"14029","NSH","2011-04-02",41.74,35.23,48.36,50.64,69.52,42.14,-13.14
"14030","NSH","2011-03-31",53.72,54.27,47.15,60.61,52.66,53.51,7.12
"14031","NSH","2011-03-29",37.4,21.26,37.56,34.1,60.26,36.14,-16.3
"14032","NSH","2011-03-26",50.67,47.31,45,56.02,53.28,51.25,2.31
"14033","NSH","2011-03-24",41.7,36.59,31.24,52.65,44.95,53.94,5.35
"14034","NSH","2011-03-22",47.75,34.52,29.47,43.37,37.04,53.94,5.04
"14035","NSH","2011-03-20",53.25,57.75,54.31,65.07,61.2,51.53,3.44
"14036","NSH","2011-03-19",51.96,46.05,67.91,53.18,78.42,40.41,-21.86
"14037","NSH","2011-03-17",44.92,37.79,45.24,50.47,60.43,45.51,-7.45
"14038","NSH","2011-03-15",54.62,42.13,39.96,46.28,43.9,51.32,2.16
"14039","NSH","2011-03-12",38.62,36.18,44.74,56.2,69.51,44.71,-8.57
"14040","NSH","2011-03-10",48.49,40.06,29.18,49.57,36.11,57.86,10.88
"14041","NSH","2011-03-08",50.14,38.15,51.47,45.65,61.6,42.56,-13.33
"14042","NSH","2011-03-06",49.15,35.41,43.47,43.23,53.07,44.89,-8.06
"14043","NSH","2011-03-03",50.55,47.05,47.07,55.85,55.87,49.99,-0.01
"14044","NSH","2011-03-01",46.76,51.15,35.42,65.64,45.45,59.09,15.73
"14045","NSH","2011-02-27",44.65,32.28,36.43,43.38,48.96,46.98,-4.15
"14046","NSH","2011-02-26",48.82,54.91,42.24,67.48,51.92,56.52,12.67
"14047","NSH","2011-02-24",56.06,53.88,44.89,57.66,48.05,54.55,8.99
"14048","NSH","2011-02-22",44.5,28.36,45.24,38.24,60.99,38.54,-16.87
"14049","NSH","2011-02-19",42.02,38.54,33.7,55.04,48.12,53.35,4.84
"14050","NSH","2011-02-17",46.77,44.79,48.86,57.47,62.69,47.83,-4.07
"14051","NSH","2011-02-15",48.3,43.83,50.03,54.45,62.15,46.7,-6.2
"14052","NSH","2011-02-12",50.57,57.64,30.76,68.39,36.49,65.2,26.88
"14053","NSH","2011-02-09",50.48,54.32,54.39,64.56,64.65,49.97,-0.07
"14054","NSH","2011-02-07",45.74,48.93,37.87,64.18,49.67,56.37,11.06
"14055","NSH","2011-02-05",41.68,43.93,43.69,63.24,62.89,50.14,0.24
"14056","NSH","2011-02-03",52.62,45.44,43.58,51.81,49.69,51.04,1.86
"14057","NSH","2011-02-01",41.22,37.25,29.78,54.23,43.35,55.57,7.47
"14058","NSH","2011-01-26",40.55,35.82,42.88,53,63.45,45.51,-7.06
"14059","NSH","2011-01-24",36.18,34.57,35.38,57.33,58.67,49.43,-0.8
"14060","NSH","2011-01-23",44.23,46.08,32.65,62.51,44.3,58.53,13.43
"14061","NSH","2011-01-20",48.38,50.22,40.88,62.29,50.69,55.13,9.35
"14062","NSH","2011-01-18",48.2,45.21,40.08,56.28,49.89,53.01,5.13
"14063","NSH","2011-01-16",44.02,32.97,36.67,44.94,49.98,47.35,-3.7
"14064","NSH","2011-01-15",51.35,40.89,46.63,47.78,54.48,46.72,-5.74
"14065","NSH","2011-01-13",45.37,41.75,38.22,55.21,50.54,52.21,3.53
"14066","NSH","2011-01-11",48.53,44.33,32.29,54.8,39.93,57.85,12.03
"14067","NSH","2011-01-08",54.48,48.05,64.45,52.91,70.98,42.71,-16.4
"14068","NSH","2011-01-06",52.22,48.27,41.75,55.46,47.97,53.62,6.52
"14069","NSH","2011-01-05",48.15,39.57,47.94,49.31,59.74,45.22,-8.37
"14070","NSH","2011-01-02",45.9,44.7,33,58.44,43.14,57.53,11.7
"14071","NSH","2010-12-31",48.72,64.48,27.08,79.41,33.35,70.43,37.4
"14072","NSH","2010-12-28",39.19,43.55,34.75,66.68,53.2,55.62,8.8
"14073","NSH","2010-12-26",57.73,46.32,44.75,48.14,46.5,50.86,1.57
"14074","NSH","2010-12-23",40.76,28.86,34.51,42.48,50.79,45.54,-5.65
"14075","NSH","2010-12-22",53.18,42,43.04,47.38,48.56,49.39,-1.04
"14076","NSH","2010-12-18",50.13,34.77,48.64,41.62,58.22,41.69,-13.87
"14077","NSH","2010-12-17",44.45,28.97,30.24,39.1,40.81,48.93,-1.27
"14078","NSH","2010-12-15",45.84,45.85,42.5,60.01,55.62,51.9,3.35
"14079","NSH","2010-12-13",47.16,42.61,42.2,54.21,53.69,50.24,0.41
"14080","NSH","2010-12-11",45.08,40.46,33.9,53.85,45.12,54.41,6.55
"14081","NSH","2010-12-08",42.58,28.37,34.8,39.97,49.04,44.9,-6.44
"14082","NSH","2010-12-06",51.26,42.68,43.99,49.96,51.49,49.25,-1.31
"14083","NSH","2010-12-04",48.65,50.69,48.28,62.51,59.54,51.22,2.41
"14084","NSH","2010-12-01",42.37,41.3,31.02,58.48,43.92,57.11,10.28
"14085","NSH","2010-11-30",40.87,32.37,42.82,47.52,62.86,43.05,-10.45
"14086","NSH","2010-11-27",44.3,52.59,29.46,71.23,39.9,64.1,23.13
"14087","NSH","2010-11-26",47.7,37.96,38.5,47.75,48.43,49.65,-0.54
"14088","NSH","2010-11-24",45.98,43.42,26.74,56.66,34.89,61.89,16.68
"14089","NSH","2010-11-22",41.15,32.43,37.07,47.28,54.04,46.66,-4.64
"14090","NSH","2010-11-20",45.9,45.8,34.27,59.86,44.79,57.2,11.53
"14091","NSH","2010-11-18",45.57,45.96,37.92,60.51,49.92,54.79,8.04
"14092","NSH","2010-11-16",45.64,49.91,40.48,65.62,53.21,55.22,9.44
"14093","NSH","2010-11-13",46.16,47.77,39.04,62.1,50.75,55.03,8.73
"14094","NSH","2010-11-11",43.83,37.46,29.86,51.29,40.88,55.65,7.6
"14095","NSH","2010-11-07",44.9,40.95,45.76,54.72,61.14,47.23,-4.81
"14096","NSH","2010-11-06",48.35,43.59,47.99,54.1,59.56,47.6,-4.4
"14097","NSH","2010-11-03",44.81,37.38,37.88,50.05,50.72,49.66,-0.5
"14098","NSH","2010-10-30",39.01,35.4,38.73,54.44,59.57,47.75,-3.33
"14099","NSH","2010-10-28",43.15,40.16,46.3,55.85,64.39,46.45,-6.14
"14100","NSH","2010-10-24",47.04,36.84,51.92,46.98,66.22,41.5,-15.08
"14101","NSH","2010-10-23",48.82,42.39,38.71,52.1,47.57,52.27,3.68
"14102","NSH","2010-10-21",36.87,23.74,34.11,38.63,55.51,41.03,-10.37
"14103","NSH","2010-10-19",45,31.73,56.24,42.31,74.99,36.07,-24.51
"14104","NSH","2010-10-16",42.49,43.58,46.1,61.54,65.09,48.6,-2.51
"14105","NSH","2010-10-14",48.98,35.14,44.64,43.05,54.68,44.05,-9.5
"14106","NSH","2010-10-13",51.16,39.91,39.53,46.8,46.36,50.24,0.38
"14107","NSH","2010-10-09",40.02,48.93,38.11,73.36,57.14,56.22,10.82
"14108","NSH","2010-04-26",39.41,33.47,43.26,50.96,65.86,43.62,-9.79
"14109","NSH","2010-04-24",44.18,27.33,43.68,37.12,59.33,38.49,-16.35
"14110","NSH","2010-04-22",46.82,37.87,45.38,48.53,58.16,45.48,-7.52
"14111","NSH","2010-04-20",45.77,49.55,40.61,64.95,53.24,54.95,8.93
"14112","NSH","2010-04-18",38.05,25.78,37.28,40.66,58.78,40.89,-11.49
"14113","NSH","2010-04-16",51.53,50.62,52,58.95,60.54,49.33,-1.37
"14114","NSH","2010-04-10",49.42,46.26,50.35,56.16,61.13,47.88,-4.09
"14115","NSH","2010-04-07",46.14,38.59,34.73,50.18,45.17,52.63,3.86
"14116","NSH","2010-04-03",51.23,43.14,36.23,50.52,42.44,54.35,6.91
"14117","NSH","2010-04-01",39.44,31.42,40.65,47.79,61.84,43.59,-9.23
"14118","NSH","2010-03-30",50.17,48.23,54.74,57.67,65.47,46.83,-6.52
"14119","NSH","2010-03-29",50.15,53.5,32.67,64.01,39.09,62.09,20.84
"14120","NSH","2010-03-27",48.3,44.24,56.24,54.95,69.87,44.03,-12.01
"14121","NSH","2010-03-25",53.6,57.52,48.05,64.38,53.79,54.48,9.46
"14122","NSH","2010-03-23",46.02,50.4,29.76,65.72,38.8,62.88,20.64
"14123","NSH","2010-03-21",46.74,46.22,34.24,59.34,43.95,57.45,11.99
"14124","NSH","2010-03-20",49.7,52.89,45.83,63.85,55.33,53.58,7.06
"14125","NSH","2010-03-18",53.23,61.41,32.62,69.22,36.77,65.31,28.79
"14126","NSH","2010-03-16",56.15,49.8,56.56,53.22,60.43,46.82,-6.76
"14127","NSH","2010-03-14",56.41,54.55,36.13,58.02,38.43,60.15,18.42
"14128","NSH","2010-03-12",47.88,38.56,35.54,48.33,44.54,52.04,3.03
"14129","NSH","2010-03-11",49.36,56.06,46.56,68.14,56.59,54.63,9.5
"14130","NSH","2010-03-09",51.82,57.8,38.97,66.92,45.13,59.73,18.83
"14131","NSH","2010-03-07",53.37,53.46,47.08,60.11,52.93,53.18,6.39
"14132","NSH","2010-03-05",44.47,36.73,47.87,49.56,64.59,43.42,-11.14
"14133","NSH","2010-03-04",40.88,43.63,27.19,64.04,39.9,61.61,16.44
"14134","NSH","2010-03-02",52.85,50.16,38.97,56.95,44.24,56.28,11.19
"14135","NSH","2010-02-14",41.18,36.16,40.14,52.69,58.48,47.39,-3.98
"14136","NSH","2010-02-12",41.35,27.26,25.06,39.56,36.36,52.11,2.2
"14137","NSH","2010-02-10",40.3,47.82,36.09,71.2,53.73,56.99,11.73
"14138","NSH","2010-02-09",41.06,38.91,37.58,56.85,54.92,50.86,1.32
"14139","NSH","2010-02-06",46.3,41.35,41.1,53.58,53.26,50.15,0.25
"14140","NSH","2010-02-04",47.32,41.28,36.69,52.35,46.52,52.95,4.6
"14141","NSH","2010-02-02",54.58,42.31,47.91,46.51,52.67,46.9,-5.6
"14142","NSH","2010-01-30",44.87,41.64,30.34,55.68,40.57,57.85,11.3
"14143","NSH","2010-01-29",44.66,52.03,36.15,69.9,48.57,59,15.88
"14144","NSH","2010-01-26",41.71,27.5,24.59,39.55,35.37,52.79,2.91
"14145","NSH","2010-01-22",32.42,30.79,23.4,56.99,43.31,56.82,7.39
"14146","NSH","2010-01-21",54.3,60.49,52.63,66.84,58.16,53.47,7.86
"14147","NSH","2010-01-18",48.29,47.77,37.54,59.35,46.64,56,10.23
"14148","NSH","2010-01-15",46.72,40.97,36.3,52.62,46.61,53.02,4.67
"14149","NSH","2010-01-12",55.36,59.46,62.94,64.45,68.22,48.58,-3.48
"14150","NSH","2010-01-11",41.78,34.73,43.48,49.88,62.44,44.41,-8.75
"14151","NSH","2010-01-09",55.88,44.66,48.89,47.95,52.5,47.74,-4.23
"14152","NSH","2010-01-07",37.61,41.83,32.11,66.73,51.22,56.57,9.72
"14153","NSH","2010-01-05",49.5,41.32,64.37,50.09,78.02,39.1,-23.04
"14154","NSH","2010-01-02",50.39,50.54,36.97,60.17,44.02,57.75,13.57
"14155","NSH","2009-12-31",53.33,45.25,46.52,50.91,52.34,49.31,-1.27
"14156","NSH","2009-12-29",39.13,43.22,27.88,66.27,42.74,60.79,15.34
"14157","NSH","2009-12-27",44.39,24.77,39.81,33.48,53.81,38.35,-15.05
"14158","NSH","2009-12-26",47.46,33.26,54.95,42.05,69.47,37.71,-21.69
"14159","NSH","2009-12-22",48.82,38.58,43.3,47.42,53.21,47.12,-4.72
"14160","NSH","2009-12-19",47.35,30.21,39.28,38.28,49.77,43.48,-9.07
"14161","NSH","2009-12-17",47.48,52.51,35.19,66.35,44.47,59.87,17.32
"14162","NSH","2009-12-15",50.44,50.91,46.84,60.56,55.71,52.08,4.07
"14163","NSH","2009-12-14",39.78,43.51,29.05,65.63,43.82,59.96,14.46
"14164","NSH","2009-12-12",42.22,34.71,44.8,49.33,63.67,43.65,-10.09
"14165","NSH","2009-12-10",49.18,46.06,39.71,56.19,48.45,53.7,6.35
"14166","NSH","2009-12-08",41.77,42.1,41.64,60.48,59.81,50.28,0.46
"14167","NSH","2009-12-05",45.71,38.58,59.73,50.64,78.4,39.24,-21.15
"14168","NSH","2009-12-04",50.38,32.24,44.31,38.4,52.77,42.12,-12.07
"14169","NSH","2009-12-02",53.55,52.31,43.16,58.61,48.36,54.79,9.15
"14170","NSH","2009-11-30",51.01,43.46,52.41,51.12,61.64,45.33,-8.95
"14171","NSH","2009-11-28",40.44,51.72,38.51,76.74,57.14,57.32,13.21
"14172","NSH","2009-11-27",40.83,45.99,42.55,67.58,62.53,51.94,3.44
"14173","NSH","2009-11-25",49.25,45.75,26.03,55.73,31.72,63.73,19.71
"14174","NSH","2009-11-23",47.26,37.92,58.27,48.15,73.98,39.42,-20.35
"14175","NSH","2009-11-21",43.68,46.66,38.19,64.09,52.46,54.99,8.46
"14176","NSH","2009-11-19",49.95,45.6,35.02,54.78,42.07,56.56,10.58
"14177","NSH","2009-11-17",48.99,41.51,52.27,50.84,64.01,44.27,-10.75
"14178","NSH","2009-11-14",43.25,67.46,29.72,93.59,41.23,69.42,37.74
"14179","NSH","2009-11-12",43.49,53.3,29.92,73.53,41.27,64.05,23.38
"14180","NSH","2009-11-10",52.08,44.07,50.66,50.78,58.37,46.52,-6.59
"14181","NSH","2009-11-07",45.63,53.44,36.44,70.26,47.92,59.45,16.99
"14182","NSH","2009-11-05",38.26,49.18,24.84,77.13,38.96,66.44,24.34
"14183","NSH","2009-10-31",46.4,47.39,33.64,61.28,43.5,58.49,13.75
"14184","NSH","2009-10-29",37.92,28.24,36.68,44.69,58.05,43.5,-8.44
"14185","NSH","2009-10-28",47.9,50.32,32.59,63.04,40.83,60.69,17.73
"14186","NSH","2009-10-24",50.06,35.55,50.76,42.61,60.84,41.19,-15.21
"14187","NSH","2009-10-22",40.47,43.23,25.71,64.09,38.12,62.7,17.51
"14188","NSH","2009-10-21",47.96,28.51,35.25,35.67,44.09,44.72,-6.74
"14189","NSH","2009-10-17",46.35,32.49,60.26,42.06,78.01,35.03,-27.77
"14190","NSH","2009-10-15",53.6,32.65,49.4,36.55,55.3,39.79,-16.75
"14191","NSH","2009-10-14",44.17,38.41,33.3,52.17,45.24,53.56,5.11
"14192","NSH","2009-10-12",40.5,33.08,36.88,49,54.64,47.28,-3.81
"14193","NSH","2009-10-10",46.13,35.5,57.28,46.17,74.51,38.26,-21.79
"14194","NSH","2009-10-08",50.37,46.3,26.51,55.15,31.57,63.59,19.79
"14195","NSH","2009-10-03",46.45,36.02,49.13,46.53,63.46,42.3,-13.11
"14196","NSH","2009-04-10",41.72,39.13,34.4,56.27,49.48,53.21,4.72
"14197","NSH","2009-04-09",42.46,32.65,49.79,46.14,70.35,39.61,-17.13
"14198","NSH","2009-04-07",51.07,33.73,46.52,39.63,54.65,42.03,-12.79
"14199","NSH","2009-04-04",45.52,35.62,39.63,46.95,52.23,47.34,-4.01
"14200","NSH","2009-04-03",53.93,26.33,34.12,29.3,37.95,43.56,-7.78
"14201","NSH","2009-03-31",51.43,35.95,51.16,41.94,59.69,41.26,-15.22
"14202","NSH","2009-03-29",48.98,32.65,52.22,39.99,63.97,38.47,-19.57
"14203","NSH","2009-03-28",46.31,35.99,36.17,46.63,46.86,49.87,-0.18
"14204","NSH","2009-03-26",47.56,54.8,33.35,69.13,42.07,62.17,21.45
"14205","NSH","2009-03-24",52.45,44.46,36.57,50.86,41.83,54.87,7.89
"14206","NSH","2009-03-19",49.77,35.22,49.2,42.46,59.32,41.72,-13.99
"14207","NSH","2009-03-18",47.19,27.48,38.44,34.94,48.87,41.69,-10.96
"14208","NSH","2009-03-16",45.05,52.62,34.98,70.08,46.59,60.07,17.64
"14209","NSH","2009-03-14",47.35,47.7,29.3,60.44,37.13,61.95,18.4
"14210","NSH","2009-03-12",37.52,29.72,44.99,47.53,71.95,39.78,-15.27
"14211","NSH","2009-03-10",50.35,41.56,71.71,49.52,85.46,36.69,-30.16
"14212","NSH","2009-03-07",41.72,39.73,43.9,57.13,63.14,47.5,-4.17
"14213","NSH","2009-03-05",51.22,46.92,35.45,54.96,41.53,56.96,11.47
"14214","NSH","2009-03-03",48.15,47.58,44.64,59.29,55.62,51.6,2.94
"14215","NSH","2009-02-28",50.27,35.29,55.42,42.13,66.15,38.91,-20.13
"14216","NSH","2009-02-26",50.75,67.37,41.04,79.65,48.52,62.14,26.33
"14217","NSH","2009-02-24",42.19,31.76,51.74,45.17,73.58,38.04,-19.98
"14218","NSH","2009-02-21",50.92,43.74,39.43,51.54,46.46,52.6,4.32
"14219","NSH","2009-02-19",48.56,42.82,44.82,52.91,55.38,48.86,-2
"14220","NSH","2009-02-18",43.86,35.21,44.21,48.16,60.47,44.33,-9
"14221","NSH","2009-02-16",41.08,25.85,39.81,37.75,58.14,39.37,-13.96
"14222","NSH","2009-02-14",43.3,43.21,34.05,59.88,47.18,55.93,9.16
"14223","NSH","2009-02-12",41.22,34.85,43.04,50.73,62.65,44.74,-8.19
"14224","NSH","2009-02-10",41.84,23.25,59.03,33.34,84.66,28.25,-35.79
"14225","NSH","2009-02-08",46.44,38.81,29.39,50.14,37.97,56.9,9.41
"14226","NSH","2009-02-06",45.58,33.99,36.18,44.74,47.63,48.44,-2.19
"14227","NSH","2009-02-05",53.14,53.6,42.58,60.52,48.08,55.73,11.02
"14228","NSH","2009-02-03",43.47,42.54,43.99,58.72,60.71,49.16,-1.45
"14229","NSH","2009-02-01",46.23,40.86,48.86,53.03,63.41,45.54,-7.99
"14230","NSH","2009-01-30",38.41,35.13,38.98,54.88,60.89,47.4,-3.85
"14231","NSH","2009-01-28",38.08,34.65,30.63,54.6,48.25,53.09,4.03
"14232","NSH","2009-01-19",47.17,41.1,45.35,52.27,57.69,47.54,-4.26
"14233","NSH","2009-01-17",44.68,50.17,40.45,67.38,54.32,55.36,9.72
"14234","NSH","2009-01-15",50.33,57.98,41.38,69.12,49.33,58.35,16.6
"14235","NSH","2009-01-13",44.18,43.7,32.05,59.35,43.52,57.69,11.65
"14236","NSH","2009-01-11",43.32,33.92,40.9,46.98,56.65,45.34,-6.98
"14237","NSH","2009-01-10",42.62,44.24,54.6,62.27,76.87,44.76,-10.37
"14238","NSH","2009-01-08",47.73,48.7,33.19,61.22,41.73,59.47,15.51
"14239","NSH","2009-01-06",50.27,63.6,32.12,75.91,38.34,66.44,31.48
"14240","NSH","2009-01-03",39.43,32.55,42.28,49.52,64.34,43.49,-9.74
